first_name,last_name,age,favorite_os,IQ
Spencer,Lewis,27,iOS,107.0
Legend,Coleman,35,iOS,118.0
Lane,Gray,47,iOS,102.0
Hudson,Walker,35,AndroidOS,128.0
Andrey,Cruz,47,iOS,
Tyler,Reed,56,iOS,
Vanessa,Morris,46,AndroidOS,109.0
Vanessa,Bennet,73,,115.0
Tom,Myers,62,iOS,105.0
Preston,Pierce,61,iOS,115.0
Payton,Cooper,62,iOS,91.0
Edward,Perez,68,AndroidOS,99.0
Remington,Long,72,,123.0
Mary,Price,68,iOS,97.0
Arthur,Rivera,26,AndroidOS,91.0
,Little,41,iOS,120.0
Vanessa,Smith,67,AndroidOS,99.0
Sawyer,,40,AndroidOS,91.0
Everett,,33,iOS,
Gunther,Thomas,48,iOS,93.0
Hudson,Mitchell,58,Windows,100.0
Rhett,Youmg,22,AndroidOS,106.0
Bob,Gonzalez,73,,108.0
Taylor,Hughes,41,AndroidOS,93.0
Gideon,Taylor,28,Windows,104.0
Gideon,Gray,29,AndroidOS,98.0
Jeremy,Sancherz,37,AndroidOS,122.0
Eleanor,Lee,48,iOS,87.0
Paul,Hughes,28,iOS,117.0
Beckham,Harris,33,Windows,129.0
Archer,Kelly,67,Windows,102.0
Zoe,Harris,61,Windows,115.0
Gunther,Green,24,iOS,90.0
Lisa,Torres,40,iOS,110.0
Everleigh,Campbell,42,AndroidOS,115.0
Micheal,Russel,35,AndroidOS,126.0
Christina,Chavez,24,iOS,104.0
Archer,Cox,67,iOS,89.0
Lucy,Hill,33,iOS,118.0
Roary,Gonzalez,50,iOS,
Madeline,Bell,43,AndroidOS,101.0
Alex,Ortiz,67,iOS,111.0
Spencer,Taylor,31,iOS,
Taylor,Davis,44,iOS,129.0
Bob,Roberts,24,iOS,
Jonathan,Powell,67,AndroidOS,117.0
,Mitchell,25,iOS,109.0
Spencer,Wilson,68,iOS,100.0
Madison,,65,iOS,114.0
Roary,Bell,22,iOS,124.0
Legend,Taylor,32,AndroidOS,111.0
Andrea,Russel,46,AndroidOS,87.0
Easton,Perez,53,Windows,110.0
Jack,Richardson,44,AndroidOS,102.0
Ron,Gray,60,AndroidOS,92.0
Parker,Guiterrez,40,AndroidOS,109.0
Jaxon,Perry,45,iOS,126.0
Landon,Price,66,AndroidOS,98.0
Daisy,Wood,67,iOS,111.0
Kingston,Mitchell,53,AndroidOS,113.0
Silas,Patel,42,AndroidOS,
Braxton,Alvarez,51,Windows,95.0
Vivian,Martinez,69,iOS,127.0
Vivian,Morgan,26,iOS,108.0
Josie,Garcia,60,iOS,91.0
Merlin,Morales,56,AndroidOS,115.0
,Guiterrez,35,AndroidOS,120.0
Walker,Ortiz,24,AndroidOS,90.0
Kinsley,James,34,AndroidOS,85.0
Paige,Martinez,22,iOS,92.0
Presley,Pierce,60,iOS,127.0
Lauren,James,35,AndroidOS,95.0
Alyssa,Mitchell,49,AndroidOS,90.0
Bennet,Campbell,51,AndroidOS,127.0
Steven,Castillo,43,iOS,121.0
Harry,Ward,64,Windows,129.0
Daisy,Gomez,27,iOS,112.0
Alby,Ortiz,58,Windows,100.0
Paul,Cooper,68,AndroidOS,125.0
Vanessa,Brooks,54,iOS,107.0
Miles,Watson,56,iOS,85.0
Madison,Richardson,74,,97.0
Tom,Johnson,33,iOS,94.0
Daisy,Hernandez,57,AndroidOS,102.0
Everett,Robinson,50,Windows,118.0
Cahrlie,Cox,47,iOS,108.0
Avery,Lewis,46,iOS,116.0
Gracie,Reed,73,,98.0
Parker,Jackson,74,,98.0
Gideon,Gray,36,iOS,93.0
Brooks,Ramos,27,AndroidOS,92.0
Holden,Hill,36,iOS,100.0
Bradley,Ramirez,24,iOS,101.0
Madeline,Reed,49,iOS,116.0
Brooks,Hernandez,58,AndroidOS,107.0
Dean,Thomas,59,iOS,129.0
Edward,Bennet,22,iOS,128.0
Merlin,Morris,46,iOS,124.0
Ron,Cooper,63,AndroidOS,
Christian,Rodriguez,44,AndroidOS,89.0
Kingston,Ross,56,iOS,103.0
Lane,Parker,51,iOS,100.0
Hunter,Miller,28,iOS,124.0
Everleigh,Russel,58,AndroidOS,94.0
Faith,Palmer,52,AndroidOS,127.0
Wyatt,Perez,51,iOS,109.0
Vanessa,Sancherz,37,iOS,96.0
Bentley,Torres,27,iOS,95.0
Jack,Baker,25,AndroidOS,116.0
Mason,Russel,73,,118.0
Parker,Reyes,45,iOS,128.0
Abdul,Myers,30,iOS,
Jaxon,Kelly,40,iOS,91.0
Bradley,Diaz,31,iOS,101.0
Cole,Walker,68,iOS,90.0
Madeline,Anderson,52,AndroidOS,118.0
Christian,Howard,25,iOS,89.0
Braxton,Watson,67,AndroidOS,116.0
Christian,Morales,74,,105.0
Josie,Perry,47,iOS,116.0
,Gomez,74,,87.0
Karter,Reyes,63,iOS,125.0
Arthur,Hernandez,43,iOS,92.0
Garett,Miller,24,iOS,108.0
Edward,Reed,34,iOS,94.0
Emma,Pierce,50,iOS,122.0
Avery,Bailey,34,iOS,107.0
Austin,Thomas,28,iOS,116.0
Nash,Campbell,51,iOS,106.0
Garett,Kelly,74,,87.0
Vanessa,Castillo,39,AndroidOS,119.0
Micheal,Ortiz,41,iOS,88.0
Hope,Youmg,44,Windows,98.0
Gracie,Mitchell,34,AndroidOS,91.0
Scarlett,Adams,38,iOS,127.0
Roary,Reese,35,iOS,123.0
Ashton,Morris,39,Windows,116.0
Bruce,Scott,66,iOS,127.0
Archer,Mendoza,45,AndroidOS,113.0
Blake,Hughes,51,AndroidOS,124.0
Daisy,Jimenez,52,iOS,87.0
Ella,Sancherz,69,iOS,108.0
Jeremy,Parker,64,iOS,124.0
Ivor,Hughes,34,AndroidOS,87.0
Blake,Castillo,27,iOS,
Oscar,Ward,74,,118.0
Merlin,Reese,62,iOS,126.0
Olive,Ross,57,Windows,95.0
Alyssa,Russel,32,iOS,99.0
Dean,Gray,23,AndroidOS,129.0
Millie,Cruz,61,AndroidOS,101.0
Archer,Scott,30,AndroidOS,95.0
Everleigh,Flores,27,AndroidOS,113.0
Jon,Cooper,53,AndroidOS,85.0
Eloise,Howard,46,iOS,115.0
Oscar,Edwards,32,iOS,98.0
Alyssa,Jones,51,iOS,101.0
Myles,,45,AndroidOS,94.0
Beckham,Baker,74,,86.0
Bruce,Cruz,65,iOS,102.0
Walker,Youmg,52,iOS,106.0
Christina,Wright,20,AndroidOS,92.0
Hadley,Johnson,35,iOS,94.0
Andrea,Bell,62,iOS,128.0
Everett,Parker,24,AndroidOS,110.0
Steven,Lopez,68,iOS,106.0
Hudson,Jackson,59,iOS,114.0
Paige,Jenkins,31,Windows,129.0
Merlin,Reese,57,iOS,126.0
Gunther,Anderson,73,,93.0
Alex,Guiterrez,73,,114.0
Ashton,Peterson,35,iOS,92.0
Christian,Hall,70,AndroidOS,127.0
Preston,Miller,54,iOS,113.0
Jonny,Colon,47,iOS,87.0
Lena,Reese,22,iOS,110.0
Myles,Kim,56,AndroidOS,96.0
Marvin,Richardson,74,,100.0
Lena,Pierce,38,iOS,87.0
,Chavez,44,iOS,105.0
Robert,Reyes,39,iOS,121.0
,Harris,48,AndroidOS,115.0
Ivor,Cox,36,iOS,93.0
Abdul,Palmer,55,iOS,103.0
Scarlett,Wilson,63,AndroidOS,99.0
Eloise,Castillo,30,iOS,88.0
Hadley,Taylor,37,iOS,113.0
Everleigh,Bloom,30,iOS,102.0
Austin,,67,iOS,97.0
Piper,Phillips,26,iOS,95.0
Robert,Little,58,iOS,99.0
Nash,Garcia,29,Windows,
Ashton,Cox,61,AndroidOS,89.0
Dean,Stewart,62,iOS,115.0
Colton,Taylor,24,iOS,97.0
Robert,AllenKing,51,AndroidOS,123.0
Everleigh,Alvarez,62,iOS,119.0
Parker,Cox,55,iOS,100.0
,Sancherz,58,iOS,119.0
Holden,Evans,70,iOS,129.0
Brandon,Jimenez,43,iOS,85.0
Cahrlie,Edwards,61,iOS,102.0
Gracie,Gibson,23,iOS,119.0
Waylon,AllenKing,71,,116.0
Hunter,Myers,61,iOS,127.0
Legend,Little,30,iOS,122.0
Parker,Ramos,52,iOS,112.0
Walker,Thompson,58,iOS,112.0
Avery,James,62,AndroidOS,93.0
Hope,Nguyen,28,iOS,112.0
Ashley,James,54,iOS,89.0
Jameson,Collins,69,AndroidOS,105.0
Garett,Jimenez,72,,87.0
Braxton,Wright,44,Windows,108.0
Payton,Moore,24,iOS,111.0
Vanessa,Myers,73,,86.0
River,Coleman,73,,87.0
Harry,Cooper,57,AndroidOS,95.0
Edward,Bennet,43,iOS,121.0
Braxton,Long,62,iOS,85.0
Braxton,Patel,40,iOS,88.0
Ivy,Johnson,40,iOS,101.0
Alby,Brown,32,iOS,126.0
Weston,Reed,20,iOS,109.0
Lena,Ross,57,AndroidOS,103.0
Bryce,Evans,73,,87.0
Myles,Ward,51,iOS,123.0
Presley,Johnson,54,iOS,90.0
Bryson,Jimenez,51,iOS,97.0
Lincoln,Gray,62,AndroidOS,95.0
Spencer,Bailey,71,,91.0
Steven,Youmg,35,Windows,97.0
Alby,Cooper,38,Windows,86.0
Journee,Fry,43,iOS,97.0
Dean,Mitchell,62,iOS,93.0
Andrea,Sancherz,55,AndroidOS,102.0
Cole,Rivera,67,iOS,114.0
Lucy,Wright,67,iOS,90.0
Journee,Taylor,54,iOS,87.0
Dean,Price,69,iOS,108.0
Emmet,Phillips,54,iOS,105.0
Natasha,Chavez,38,iOS,124.0
Garett,Torres,30,iOS,97.0
Hayden,Perry,50,AndroidOS,103.0
Hayden,Castillo,54,iOS,110.0
Remington,Jones,56,iOS,
Olive,Miller,70,iOS,105.0
Remington,Palmer,68,iOS,85.0
Ivor,Ramos,31,iOS,109.0
Bryson,Turner,37,iOS,125.0
Wyatt,Alvarez,67,iOS,125.0
Ashton,Smith,69,iOS,115.0
Beckham,Cox,50,AndroidOS,101.0
Blakely,Little,49,AndroidOS,115.0
Colton,Murphy,27,iOS,123.0
Eloise,Brooks,49,Windows,93.0
Millie,Mitchell,49,iOS,101.0
Bryson,Johnson,70,iOS,128.0
Josie,Brooks,61,AndroidOS,128.0
Bruce,Ramirez,45,iOS,116.0
Ella,Jimenez,28,iOS,120.0
Millie,Gomez,56,iOS,89.0
Natasha,Rogers,61,iOS,108.0
Remington,White,39,iOS,118.0
Nash,Rivera,43,iOS,100.0
Weston,Evans,65,AndroidOS,113.0
Silas,Sancherz,66,AndroidOS,117.0
Spencer,Brooks,24,AndroidOS,117.0
Bennet,Ward,42,iOS,97.0
Wyatt,Bell,70,iOS,87.0
Wyatt,Ramirez,21,iOS,127.0
Faith,Rogers,65,iOS,85.0
Edward,Johnson,29,iOS,
Edward,Harris,36,iOS,114.0
Abdul,Reed,50,AndroidOS,89.0
Natasha,Campbell,44,AndroidOS,122.0
Abdul,Mitchell,31,iOS,124.0
Lisa,Peterson,53,AndroidOS,85.0
Lisa,Foster,71,,115.0
Bob,Evans,48,AndroidOS,98.0
Eloise,Kelly,62,iOS,115.0
Mary,Mendoza,68,iOS,108.0
,Torres,51,AndroidOS,119.0
Martha,,54,iOS,100.0
Avery,Scott,61,AndroidOS,87.0
Bryson,Castillo,58,AndroidOS,100.0
Abdul,Guiterrez,51,iOS,117.0
Mark,Ramos,39,AndroidOS,123.0
Paul,Johnson,39,iOS,121.0
Brooke,Gonzalez,50,iOS,85.0
Paige,Diaz,46,AndroidOS,115.0
Ashley,Brown,63,iOS,125.0
Vivian,Hughes,23,iOS,118.0
Cole,Kim,56,AndroidOS,100.0
Scarlett,Cox,40,iOS,128.0
Ellie,Nguyen,43,AndroidOS,109.0
Edward,Alvarez,41,iOS,114.0
Tom,Bailey,59,iOS,102.0
Tyler,AllenKing,73,,102.0
Alex,Lee,69,AndroidOS,101.0
Marvin,Robinson,22,iOS,92.0
Ivy,Ross,42,iOS,110.0
Ella,Little,30,AndroidOS,98.0
Bennet,Wright,45,AndroidOS,111.0
Myles,Ross,47,iOS,113.0
Myles,Perez,39,AndroidOS,108.0
Ivy,Ortiz,45,iOS,115.0
Desirae,Kim,32,iOS,
Lauren,Ruiz,40,AndroidOS,105.0
Blakely,Jackson,54,iOS,104.0
Ashton,Murphy,60,iOS,99.0
Vanessa,Diaz,72,,129.0
Payton,Mendoza,51,AndroidOS,122.0
Legend,Wright,55,iOS,99.0
Presley,Collins,64,AndroidOS,95.0
Karter,Martinez,37,iOS,90.0
Braxton,Gibson,28,AndroidOS,118.0
Everleigh,Taylor,33,iOS,
Leo,Williams,20,iOS,123.0
Weston,Roberts,56,iOS,
Blake,Cook,31,Windows,111.0
Josie,Martinez,61,iOS,93.0
Archer,Richardson,33,AndroidOS,
Brooke,Youmg,49,AndroidOS,90.0
Jack,Gonzalez,32,iOS,120.0
Andrea,Long,45,AndroidOS,97.0
Hailey,Wilson,69,AndroidOS,92.0
Colton,Gray,21,iOS,93.0
Millie,Rodriguez,47,iOS,93.0
Gideon,Little,29,iOS,89.0
Eloise,Thomas,74,,94.0
Brandon,Ross,27,iOS,111.0
Bryce,Carter,34,iOS,112.0
Leo,Hughes,54,AndroidOS,119.0
Jackson,Smith,20,iOS,122.0
Myles,Lopez,48,iOS,
Leo,Sancherz,36,iOS,119.0
Bruce,,22,iOS,120.0
Eloise,Sanders,51,iOS,
River,Thomas,42,iOS,106.0
Holden,Harris,45,iOS,117.0
Cahrlie,Torres,73,,104.0
Lisa,Rogers,50,iOS,108.0
Martha,Wright,32,iOS,128.0
Marvin,Cook,55,iOS,129.0
Beckham,Kelly,40,iOS,120.0
Bentley,Baker,51,AndroidOS,114.0
Cole,Cooper,58,iOS,111.0
Jeremy,Evans,57,AndroidOS,93.0
Zoe,Ross,46,iOS,118.0
Millie,Cooper,64,iOS,121.0
Hazel,Jimenez,70,AndroidOS,114.0
River,Anderson,43,AndroidOS,
Jon,Ramirez,48,iOS,105.0
Zoe,Ramos,45,Windows,122.0
Leo,Bell,20,AndroidOS,121.0
Alby,Nguyen,21,iOS,111.0
Lane,Taylor,50,iOS,101.0
Sawyer,,35,AndroidOS,123.0
Marley,Hill,58,iOS,114.0
Mike,Kelly,70,iOS,87.0
Kimberly,Palmer,56,Windows,101.0
Holden,Jimenez,26,iOS,102.0
Mary,Ramos,62,iOS,
Ella,Taylor,21,AndroidOS,85.0
Preston,Sullivan,32,iOS,109.0
Arthur,Thompson,61,iOS,115.0
,Martin,60,AndroidOS,95.0
Evelyn,AllenKing,69,iOS,114.0
Andrey,Clark,41,AndroidOS,89.0
Cahrlie,Bloom,69,iOS,108.0
Vanessa,Rodriguez,63,iOS,86.0
Marvin,Roberts,23,AndroidOS,88.0
Parker,Rodriguez,49,AndroidOS,89.0
Preston,,27,AndroidOS,93.0
Ron,Hernandez,65,iOS,
Fridge,Stewart,62,iOS,98.0
Emmet,Gray,57,iOS,113.0
Ashley,Davis,71,,116.0
Emma,Pierce,22,iOS,85.0
Bentley,Moore,54,AndroidOS,86.0
Hunter,Foster,35,AndroidOS,113.0
Brooks,Walker,38,iOS,99.0
Bruce,Scott,61,iOS,115.0
Miles,Nguyen,49,iOS,124.0
Walker,Myers,47,AndroidOS,113.0
Cole,Castillo,20,AndroidOS,90.0
Everett,Taylor,38,iOS,126.0
Nash,Gomez,46,AndroidOS,115.0
Bentley,Howard,49,iOS,123.0
Hadley,Evans,22,iOS,129.0
Kinsley,Diaz,40,iOS,106.0
Bruce,Rodriguez,73,,119.0
Blake,Hughes,73,,127.0
Daisy,Rodriguez,33,iOS,91.0
Teresa,Youmg,68,iOS,124.0
Hailey,Taylor,67,AndroidOS,127.0
Oscar,Adams,65,iOS,117.0
Hope,Ross,69,iOS,104.0
Kimberly,Ramirez,27,iOS,120.0
Graham,,25,iOS,114.0
Kinsley,Parker,23,iOS,121.0
Parker,Reyes,55,iOS,90.0
Lane,Rogers,35,AndroidOS,
Ron,Moore,62,AndroidOS,100.0
Beckett,Walker,33,iOS,118.0
Jaxon,Lee,34,iOS,114.0
Paul,Taylor,35,iOS,98.0
,Lopez,26,iOS,97.0
Bennet,Thomas,34,AndroidOS,89.0
Madeline,Price,27,iOS,93.0
Scarlett,,38,iOS,93.0
Easton,Diaz,43,AndroidOS,87.0
Spencer,AllenKing,25,AndroidOS,86.0
Fridge,Rogers,43,Windows,127.0
Eleanor,Gonzalez,43,iOS,113.0
Cole,Collins,59,iOS,127.0
Merlin,Ross,60,iOS,93.0
Mary,Turner,68,iOS,116.0
Holden,Coleman,23,iOS,90.0
Steven,Rogers,28,AndroidOS,92.0
Robert,Gomez,70,Windows,98.0
Marvin,Roberts,21,AndroidOS,102.0
Brooks,Wood,49,iOS,99.0
Legend,Edwards,30,iOS,128.0
Beckett,Coleman,26,iOS,104.0
Marley,Parker,37,Windows,
Hope,Davis,51,iOS,89.0
Kimberly,Rogers,63,iOS,93.0
Blakely,Stewart,69,iOS,105.0
Bruce,Rogers,62,iOS,92.0
Ashley,Green,33,AndroidOS,117.0
Bentley,Turner,54,iOS,112.0
Arthur,Colon,66,AndroidOS,98.0
Steven,Clark,70,iOS,93.0
Jaxon,Watson,53,AndroidOS,109.0
Emma,Long,20,iOS,123.0
Emmet,Hughes,71,,86.0
Mason,Anderson,64,iOS,113.0
Myles,Miller,47,AndroidOS,111.0
Leo,Ortiz,64,iOS,110.0
Gideon,Harris,38,iOS,126.0
Bryce,Gonzalez,61,iOS,98.0
Harry,Guiterrez,53,iOS,109.0
Hudson,Castillo,22,iOS,
Braxton,Phillips,64,Windows,100.0
Lena,Wright,58,AndroidOS,97.0
Weston,Smith,59,iOS,95.0
Bentley,Campbell,38,iOS,
Micheal,Turner,29,AndroidOS,113.0
Lilly,Miller,53,AndroidOS,96.0
Natasha,Russel,67,iOS,97.0
Martha,Watson,67,iOS,89.0
Ivy,Palmer,43,iOS,107.0
Landon,Ramirez,60,AndroidOS,124.0
Paige,Powell,62,iOS,100.0
Colton,Murphy,20,iOS,105.0
Madison,Morris,25,iOS,106.0
Dean,Fry,39,iOS,99.0
Mary,Kelly,33,AndroidOS,90.0
Landon,Palmer,65,iOS,104.0
Beckett,Morgan,70,iOS,85.0
Desirae,Moore,73,,105.0
Landon,Sanders,32,AndroidOS,96.0
Silas,Alvarez,21,AndroidOS,93.0
Lane,Price,51,Windows,125.0
Ron,Foster,27,iOS,125.0
Nash,Guiterrez,33,iOS,115.0
Madeline,Davis,63,iOS,112.0
Graham,Cruz,68,iOS,107.0
Hailey,Flores,69,iOS,90.0
Ashton,Cook,26,iOS,128.0
Andrea,Russel,73,,95.0
Blakely,Smith,70,iOS,122.0
Ellie,Murphy,39,AndroidOS,115.0
Julian,Brown,22,AndroidOS,109.0
,Edwards,56,iOS,129.0
Holden,Foster,29,iOS,
Jon,Perry,20,iOS,100.0
Lilly,Perez,51,iOS,121.0
Cole,Lewis,21,iOS,111.0
Emma,Coleman,59,iOS,115.0
Arthur,Patel,73,,95.0
Ashley,Martin,28,iOS,129.0
Avery,Thomas,68,iOS,123.0
Avery,Cox,58,iOS,121.0
Emmet,Richardson,25,iOS,87.0
Mary,Lewis,23,iOS,104.0
Waylon,Clark,29,iOS,
Tom,Mitchell,38,iOS,93.0
Alexis,Cooper,29,iOS,104.0
Christina,AllenKing,62,iOS,124.0
Desirae,Ross,63,iOS,94.0
Paige,Kim,50,AndroidOS,110.0
Julian,Thompson,49,iOS,129.0
Faith,Foster,64,iOS,87.0
Andrey,Little,62,iOS,99.0
Arthur,Nelson,56,iOS,103.0
Julian,Youmg,57,iOS,122.0
Brandon,Cox,37,iOS,91.0
Vivian,Reese,66,AndroidOS,88.0
Taylor,Taylor,32,AndroidOS,101.0
Walker,Hernandez,58,iOS,115.0
Avery,Jones,36,AndroidOS,115.0
Shannon,Hernandez,21,AndroidOS,93.0
Jonathan,Myers,54,iOS,126.0
,Youmg,44,AndroidOS,127.0
Georgia,Phillips,32,AndroidOS,109.0
Kingston,Reyes,52,iOS,107.0
Peyton,Morgan,34,iOS,122.0
Marley,Perez,49,Windows,125.0
Hope,Brown,67,iOS,123.0
Madison,Turner,44,AndroidOS,
Bryson,Cruz,38,iOS,115.0
Tyler,Ward,48,iOS,108.0
Tom,Thomas,55,iOS,103.0
Bob,Harris,51,iOS,109.0
,Garcia,53,iOS,91.0
Landon,Chavez,34,iOS,88.0
Emmet,Wood,42,iOS,111.0
Fridge,Roberts,54,Windows,104.0
Emma,Castillo,56,iOS,124.0
Piper,Sancherz,30,iOS,98.0
Blake,Thompson,20,AndroidOS,97.0
Miles,Campbell,28,iOS,
Alex,Rogers,54,AndroidOS,118.0
Garett,Nelson,31,AndroidOS,121.0
Bryson,Ortiz,50,iOS,115.0
Walker,Miller,38,iOS,108.0
Beckett,Morris,46,iOS,119.0
Tom,Roberts,68,iOS,100.0
Madison,Kelly,70,AndroidOS,112.0
Emmet,Guiterrez,71,,118.0
King,Wood,36,AndroidOS,101.0
Garett,Mitchell,59,AndroidOS,105.0
Ashley,Hughes,70,iOS,95.0
Ashton,,67,iOS,104.0
Teresa,Robinson,65,AndroidOS,106.0
Georgia,Coleman,47,iOS,127.0
Blakely,Howard,23,AndroidOS,95.0
Bentley,Garcia,26,AndroidOS,122.0
Jackson,Robinson,68,iOS,123.0
Graham,Thomas,63,AndroidOS,127.0
Zoe,Evans,21,iOS,115.0
Jonny,Wilson,36,Windows,86.0
Austin,Thomas,45,AndroidOS,108.0
Wyatt,Ross,51,iOS,87.0
Minho,,29,iOS,101.0
Kingston,Turner,21,iOS,97.0
Archer,Clark,43,AndroidOS,109.0
Christian,Chavez,49,iOS,127.0
Shannon,Wilson,58,iOS,129.0
Evelyn,Long,46,iOS,108.0
Martha,Nguyen,64,AndroidOS,95.0
Karter,Edwards,41,iOS,
Archer,Ramos,49,iOS,101.0
Braxton,Colon,22,iOS,124.0
Ivy,Morris,45,AndroidOS,105.0
Abdul,Brown,36,iOS,115.0
Arthur,Murphy,65,AndroidOS,87.0
Christina,Brown,34,iOS,104.0
Wesley,Peterson,73,,120.0
Hadley,Jackson,54,iOS,88.0
Avery,Adams,62,AndroidOS,91.0
Steve,Ward,31,AndroidOS,122.0
Hunter,,64,Windows,108.0
Alexis,Watson,21,AndroidOS,115.0
Madeline,Thomas,38,iOS,123.0
,Anderson,69,iOS,89.0
Karter,Gomez,36,AndroidOS,111.0
Marley,Green,54,AndroidOS,109.0
Jonny,Baker,56,iOS,108.0
Remington,Bloom,22,iOS,85.0
Peyton,Adams,64,AndroidOS,100.0
Julian,Peterson,47,iOS,
King,Campbell,50,AndroidOS,117.0
Cole,Howard,42,AndroidOS,91.0
Paul,Wilson,24,iOS,124.0
Alex,Foster,54,iOS,104.0
Minho,Richardson,40,Windows,95.0
Evelyn,Gonzalez,25,iOS,109.0
Cole,Pierce,49,AndroidOS,122.0
Madison,Long,63,AndroidOS,113.0
Graham,Hill,37,iOS,93.0
Ella,Reese,51,iOS,104.0
Everett,Morgan,47,Windows,90.0
Braxton,Miller,35,iOS,99.0
Gracie,Garcia,42,AndroidOS,125.0
Hayden,Watson,71,,107.0
Wesley,Reese,41,AndroidOS,113.0
Christina,Long,52,iOS,117.0
Ashton,Campbell,30,AndroidOS,85.0
Fridge,Ward,70,AndroidOS,105.0
Jaxon,Turner,64,iOS,95.0
Dean,Adams,28,AndroidOS,112.0
Mary,Diaz,50,AndroidOS,
Bentley,Diaz,35,iOS,123.0
Edward,Evans,67,iOS,94.0
Julian,Martinez,32,iOS,118.0
Christina,,70,iOS,105.0
Presley,Ruiz,51,AndroidOS,85.0
Emmet,Lopez,47,iOS,98.0
Alexis,Diaz,40,iOS,125.0
Ivor,Phillips,45,AndroidOS,102.0
Eloise,Scott,37,iOS,90.0
River,Davis,53,AndroidOS,85.0
Brooke,Martin,47,iOS,91.0
Bentley,Colon,70,AndroidOS,124.0
Edward,Peterson,45,iOS,124.0
Waylon,Baker,22,iOS,113.0
Hayden,Lewis,51,iOS,106.0
Rhett,Foster,25,AndroidOS,95.0
Andrea,Youmg,20,iOS,90.0
Piper,,45,iOS,87.0
Natasha,Perry,58,iOS,113.0
Bryce,Carter,69,AndroidOS,90.0
Lincoln,Lewis,64,iOS,105.0
Lincoln,Sancherz,65,iOS,90.0
King,Ramirez,49,iOS,94.0
Remington,Kim,57,iOS,126.0
Bruce,Guiterrez,22,AndroidOS,109.0
Ivor,Jenkins,48,Windows,118.0
Lauren,Taylor,55,AndroidOS,89.0
River,Anderson,69,iOS,101.0
Marley,Lewis,57,iOS,86.0
Marley,Cruz,60,iOS,86.0
Blake,Bennet,34,AndroidOS,107.0
Hadley,Moore,70,iOS,98.0
Alyssa,Bailey,26,iOS,101.0
Martha,Cook,32,iOS,120.0
Zoe,Lewis,28,AndroidOS,103.0
Mike,Richardson,47,iOS,100.0
Preston,Bailey,50,iOS,111.0
Mary,Williams,64,iOS,85.0
Brooke,Green,40,AndroidOS,127.0
Avery,Colon,45,AndroidOS,93.0
Rhett,Bennet,48,iOS,112.0
Vivian,Castillo,40,iOS,86.0
Eloise,,62,AndroidOS,100.0
Ashton,Jenkins,23,AndroidOS,128.0
Georgia,Gray,24,AndroidOS,126.0
Martha,Hughes,24,iOS,95.0
Tyler,Bennet,73,,92.0
Wyatt,Palmer,59,AndroidOS,96.0
Gideon,Ross,67,iOS,87.0
Kingston,Lee,41,iOS,86.0
Hadley,Diaz,44,AndroidOS,92.0
Easton,Morris,21,AndroidOS,128.0
Tyler,Brooks,40,iOS,125.0
Hunter,Davis,21,iOS,126.0
Jameson,Ortiz,73,,110.0
Brooke,Johnson,23,AndroidOS,112.0
Braxton,Bennet,30,AndroidOS,96.0
Christian,Coleman,56,iOS,97.0
Merlin,Miller,39,iOS,105.0
Jameson,Rivera,53,AndroidOS,
Olive,Williams,36,iOS,98.0
Spencer,Baker,36,iOS,126.0
Merlin,Perry,67,AndroidOS,95.0
Ashton,Cox,56,AndroidOS,87.0
Ashley,Pierce,30,iOS,104.0
Hailey,Palmer,54,iOS,117.0
Desirae,Peterson,52,Windows,91.0
Robert,Cooper,40,iOS,115.0
Parker,Morris,55,iOS,110.0
Micheal,Robinson,50,iOS,106.0
Weston,Cooper,44,Windows,92.0
Lane,Phillips,46,iOS,127.0
Lisa,Jones,40,iOS,117.0
Lucy,Martinez,44,iOS,127.0
Remington,Robinson,49,iOS,120.0
Hope,Harris,55,AndroidOS,114.0
Rhett,Lee,43,iOS,111.0
Josie,Ross,65,iOS,128.0
Jameson,Watson,68,iOS,125.0
Evelyn,Pierce,38,AndroidOS,122.0
Peyton,Foster,74,,93.0
Ivy,Alvarez,57,iOS,89.0
Gideon,Baker,33,iOS,89.0
Teresa,Watson,52,iOS,93.0
,Cooper,72,,100.0
Madeline,Fry,21,iOS,92.0
Ashley,Fry,41,AndroidOS,103.0
Lilly,Anderson,40,iOS,128.0
Weston,Hill,58,Windows,94.0
Waylon,Robinson,74,,108.0
Emmet,James,61,iOS,89.0
Preston,Adams,68,AndroidOS,126.0
Dean,Thomas,24,iOS,113.0
Bradley,Edwards,56,iOS,104.0
Lauren,Palmer,58,iOS,112.0
Silas,Flores,69,iOS,87.0
Legend,Wilson,49,iOS,94.0
Jon,Nguyen,22,iOS,98.0
Eleanor,Kim,51,iOS,122.0
Hope,Davis,24,AndroidOS,120.0
Walker,Guiterrez,42,iOS,
Peyton,Clark,73,,129.0
,Rivera,41,iOS,
Merlin,Jackson,20,AndroidOS,88.0
Lucy,Ramirez,48,iOS,85.0
Mason,Murphy,48,iOS,129.0
Madeline,Howard,26,AndroidOS,126.0
Evelyn,,29,AndroidOS,94.0
Christina,Perez,63,iOS,126.0
Blakely,Cooper,39,AndroidOS,128.0
Brooks,Howard,48,iOS,94.0
Emma,Nelson,72,,113.0
Gideon,Walker,30,iOS,122.0
Karter,Kim,40,iOS,107.0
Austin,Lee,24,Windows,91.0
