id,loss
252798,0
252799,0
252800,0
252801,0
252802,0
252803,0
252804,0
252805,0
252806,0
252807,0
252808,0
252809,0
252810,0
252811,0
252812,0
252813,0
252814,0
252815,0
252816,0
252817,0
252818,0
252819,0
252820,0
252821,0
252822,0
252823,0
252824,0
252825,0
252826,0
252827,0
252828,0
252829,0
252830,0
252831,0
252832,0
252833,0
252834,0
252835,0
252836,0
252837,0
252838,0
252839,0
252840,0
252841,0
252842,0
252843,0
252844,0
252845,0
252846,0
252847,0
252848,0
252849,0
252850,0
252851,0
252852,0
252853,0
252854,0
252855,0
252856,0
252857,0
252858,0
252859,0
252860,0
252861,0
252862,0
252863,0
252864,0
252865,0
252866,0
252867,0
252868,0
252869,0
252870,0
252871,0
252872,0
252873,0
252874,0
252875,0
252876,0
252877,0
252878,0
252879,0
252880,0
252881,0
252882,0
252883,0
252884,0
252885,0
252886,0
252887,0
252888,0
252889,0
252890,0
252891,0
252892,0
252893,0
252894,0
252895,0
252896,0
252897,0
252898,0
252899,0
252900,0
252901,0
252902,0
252903,0
252904,0
252905,0
252906,0
252907,0
252908,0
252909,0
252910,0
252911,0
252912,0
252913,0
252914,0
252915,0
252916,0
252917,0
252918,0
252919,0
252920,0
252921,0
252922,0
252923,0
252924,0
252925,0
252926,0
252927,0
252928,0
252929,0
252930,0
252931,0
252932,0
252933,0
252934,0
252935,0
252936,0
252937,0
252938,0
252939,0
252940,0
252941,0
252942,0
252943,0
252944,0
252945,0
252946,0
252947,0
252948,0
252949,0
252950,0
252951,0
252952,0
252953,0
252954,0
252955,0
252956,0
252957,0
252958,0
252959,0
252960,0
252961,0
252962,0
252963,0
252964,0
252965,0
252966,0
252967,0
252968,0
252969,0
252970,0
252971,0
252972,0
252973,0
252974,0
252975,0
252976,0
252977,0
252978,0
252979,0
252980,0
252981,0
252982,0
252983,0
252984,0
252985,0
252986,0
252987,0
252988,0
252989,0
252990,0
252991,0
252992,0
252993,0
252994,0
252995,0
252996,0
252997,0
252998,0
252999,0
253000,0
253001,0
253002,0
253003,0
253004,0
253005,0
253006,0
253007,0
253008,0
253009,0
253010,0
253011,0
253012,0
253013,0
253014,0
253015,0
253016,0
253017,0
253018,0
253019,0
253020,0
253021,0
253022,0
253023,0
253024,0
253025,0
253026,0
253027,0
253028,0
253029,0
253030,0
253031,0
253032,0
253033,0
253034,0
253035,0
253036,0
253037,0
253038,0
253039,0
253040,0
253041,0
253042,0
253043,0
253044,0
253045,0
253046,0
253047,0
253048,0
253049,0
253050,0
253051,0
253052,0
253053,0
253054,0
253055,0
253056,0
253057,0
253058,0
253059,0
253060,0
253061,0
253062,0
253063,0
253064,0
253065,0
253066,0
253067,0
253068,0
253069,0
253070,0
253071,0
253072,0
253073,0
253074,0
253075,0
253076,0
253077,0
253078,0
253079,0
253080,0
253081,0
253082,0
253083,0
253084,0
253085,0
253086,0
253087,0
253088,0
253089,0
253090,0
253091,0
253092,0
253093,0
253094,0
253095,0
253096,0
253097,0
253098,0
253099,0
253100,0
253101,0
253102,0
253103,0
253104,0
253105,0
253106,0
253107,0
253108,0
253109,0
253110,0
253111,0
253112,0
253113,0
253114,0
253115,0
253116,0
253117,0
253118,0
253119,0
253120,0
253121,0
253122,0
253123,0
253124,0
253125,0
253126,0
253127,0
253128,0
253129,0
253130,0
253131,0
253132,0
253133,0
253134,0
253135,0
253136,0
253137,0
253138,0
253139,0
253140,0
253141,0
253142,0
253143,0
253144,0
253145,0
253146,0
253147,0
253148,0
253149,0
253150,0
253151,0
253152,0
253153,0
253154,0
253155,0
253156,0
253157,0
253158,0
253159,0
253160,0
253161,0
253162,0
253163,0
253164,0
253165,0
253166,0
253167,0
253168,0
253169,0
253170,0
253171,0
253172,0
253173,0
253174,0
253175,0
253176,0
253177,0
253178,0
253179,0
253180,0
253181,0
253182,0
253183,0
253184,0
253185,0
253186,0
253187,0
253188,0
253189,0
253190,0
253191,0
253192,0
253193,0
253194,0
253195,0
253196,0
253197,0
253198,0
253199,0
253200,0
253201,0
253202,0
253203,0
253204,0
253205,0
253206,0
253207,0
253208,0
253209,0
253210,0
253211,0
253212,0
253213,0
253214,0
253215,0
253216,0
253217,0
253218,0
253219,0
253220,0
253221,0
253222,0
253223,0
253224,0
253225,0
253226,0
253227,0
253228,0
253229,0
253230,0
253231,0
253232,0
253233,0
253234,0
253235,0
253236,0
253237,0
253238,0
253239,0
253240,0
253241,0
253242,0
253243,0
253244,0
253245,0
253246,0
253247,0
253248,0
253249,0
253250,0
253251,0
253252,0
253253,0
253254,0
253255,0
253256,0
253257,0
253258,0
253259,0
253260,0
253261,0
253262,0
253263,0
253264,0
253265,0
253266,0
253267,0
253268,0
253269,0
253270,0
253271,0
253272,0
253273,0
253274,0
253275,0
253276,0
253277,0
253278,0
253279,0
253280,0
253281,0
253282,0
253283,0
253284,0
253285,0
253286,0
253287,0
253288,0
253289,0
253290,0
253291,0
253292,0
253293,0
253294,0
253295,0
253296,0
253297,0
253298,0
253299,0
253300,0
253301,0
253302,0
253303,0
253304,0
253305,0
253306,0
253307,0
253308,0
253309,0
253310,0
253311,0
253312,0
253313,0
253314,0
253315,0
253316,0
253317,0
253318,0
253319,0
253320,0
253321,0
253322,0
253323,0
253324,0
253325,0
253326,0
253327,0
253328,0
253329,0
253330,0
253331,0
253332,0
253333,0
253334,0
253335,0
253336,0
253337,0
253338,0
253339,0
253340,0
253341,0
253342,0
253343,0
253344,0
253345,0
253346,0
253347,0
253348,0
253349,0
253350,0
253351,0
253352,0
253353,0
253354,0
253355,0
253356,0
253357,0
253358,0
253359,0
253360,0
253361,0
253362,0
253363,0
253364,0
253365,0
253366,0
253367,0
253368,0
253369,0
253370,0
253371,0
253372,0
253373,0
253374,0
253375,0
253376,0
253377,0
253378,0
253379,0
253380,0
253381,0
253382,0
253383,0
253384,0
253385,0
253386,0
253387,0
253388,0
253389,0
253390,0
253391,0
253392,0
253393,0
253394,0
253395,0
253396,0
253397,0
253398,0
253399,0
253400,0
253401,0
253402,0
253403,0
253404,0
253405,0
253406,0
253407,0
253408,0
253409,0
253410,0
253411,0
253412,0
253413,0
253414,0
253415,0
253416,0
253417,0
253418,0
253419,0
253420,0
253421,0
253422,0
253423,0
253424,0
253425,0
253426,0
253427,0
253428,0
253429,0
253430,0
253431,0
253432,0
253433,0
253434,0
253435,0
253436,0
253437,0
253438,0
253439,0
253440,0
253441,0
253442,0
253443,0
253444,0
253445,0
253446,0
253447,0
253448,0
253449,0
253450,0
253451,0
253452,0
253453,0
253454,0
253455,0
253456,0
253457,0
253458,0
253459,0
253460,0
253461,0
253462,0
253463,0
253464,0
253465,0
253466,0
253467,0
253468,0
253469,0
253470,0
253471,0
253472,0
253473,0
253474,0
253475,0
253476,0
253477,0
253478,0
253479,0
253480,0
253481,0
253482,0
253483,0
253484,0
253485,0
253486,0
253487,0
253488,0
253489,0
253490,0
253491,0
253492,0
253493,0
253494,0
253495,0
253496,0
253497,0
253498,0
253499,0
253500,0
253501,0
253502,0
253503,0
253504,0
253505,0
253506,0
253507,0
253508,0
253509,0
253510,0
253511,0
253512,0
253513,0
253514,0
253515,0
253516,0
253517,0
253518,0
253519,0
253520,0
253521,0
253522,0
253523,0
253524,0
253525,0
253526,0
253527,0
253528,0
253529,0
253530,0
253531,0
253532,0
253533,0
253534,0
253535,0
253536,0
253537,0
253538,0
253539,0
253540,0
253541,0
253542,0
253543,0
253544,0
253545,0
253546,0
253547,0
253548,0
253549,0
253550,0
253551,0
253552,0
253553,0
253554,0
253555,0
253556,0
253557,0
253558,0
253559,0
253560,0
253561,0
253562,0
253563,0
253564,0
253565,0
253566,0
253567,0
253568,0
253569,0
253570,0
253571,0
253572,0
253573,0
253574,0
253575,0
253576,0
253577,0
253578,0
253579,0
253580,0
253581,0
253582,0
253583,0
253584,0
253585,0
253586,0
253587,0
253588,0
253589,0
253590,0
253591,0
253592,0
253593,0
253594,0
253595,0
253596,0
253597,0
253598,0
253599,0
253600,0
253601,0
253602,0
253603,0
253604,0
253605,0
253606,0
253607,0
253608,0
253609,0
253610,0
253611,0
253612,0
253613,0
253614,0
253615,0
253616,0
253617,0
253618,0
253619,0
253620,0
253621,0
253622,0
253623,0
253624,0
253625,0
253626,0
253627,0
253628,0
253629,0
253630,0
253631,0
253632,0
253633,0
253634,0
253635,0
253636,0
253637,0
253638,0
253639,0
253640,0
253641,0
253642,0
253643,0
253644,0
253645,0
253646,0
253647,0
253648,0
253649,0
253650,0
253651,0
253652,0
253653,0
253654,0
253655,0
253656,0
253657,0
253658,0
253659,0
253660,0
253661,0
253662,0
253663,0
253664,0
253665,0
253666,0
253667,0
253668,0
253669,0
253670,0
253671,0
253672,0
253673,0
253674,0
253675,0
253676,0
253677,0
253678,0
253679,0
253680,0
253681,0
253682,0
253683,0
253684,0
253685,0
253686,0
253687,0
253688,0
253689,0
253690,0
253691,0
253692,0
253693,0
253694,0
253695,0
253696,0
253697,0
253698,0
253699,0
253700,0
253701,0
253702,0
253703,0
253704,0
253705,0
253706,0
253707,0
253708,0
253709,0
253710,0
253711,0
253712,0
253713,0
253714,0
253715,0
253716,0
253717,0
253718,0
253719,0
253720,0
253721,0
253722,0
253723,0
253724,0
253725,0
253726,0
253727,0
253728,0
253729,0
253730,0
253731,0
253732,0
253733,0
253734,0
253735,0
253736,0
253737,0
253738,0
253739,0
253740,0
253741,0
253742,0
253743,0
253744,0
253745,0
253746,0
253747,0
253748,0
253749,0
253750,0
253751,0
253752,0
253753,0
253754,0
253755,0
253756,0
253757,0
253758,0
253759,0
253760,0
253761,0
253762,0
253763,0
253764,0
253765,0
253766,0
253767,0
253768,0
253769,0
253770,0
253771,0
253772,0
253773,0
253774,0
253775,0
253776,0
253777,0
253778,0
253779,0
253780,0
253781,0
253782,0
253783,0
253784,0
253785,0
253786,0
253787,0
253788,0
253789,0
253790,0
253791,0
253792,0
253793,0
253794,0
253795,0
253796,0
253797,0
253798,0
253799,0
253800,0
253801,0
253802,0
253803,0
253804,0
253805,0
253806,0
253807,0
253808,0
253809,0
253810,0
253811,0
253812,0
253813,0
253814,0
253815,0
253816,0
253817,0
253818,0
253819,0
253820,0
253821,0
253822,0
253823,0
253824,0
253825,0
253826,0
253827,0
253828,0
253829,0
253830,0
253831,0
253832,0
253833,0
253834,0
253835,0
253836,0
253837,0
253838,0
253839,0
253840,0
253841,0
253842,0
253843,0
253844,0
253845,0
253846,0
253847,0
253848,0
253849,0
253850,0
253851,0
253852,0
253853,0
253854,0
253855,0
253856,0
253857,0
253858,0
253859,0
253860,0
253861,0
253862,0
253863,0
253864,0
253865,0
253866,0
253867,0
253868,0
253869,0
253870,0
253871,0
253872,0
253873,0
253874,0
253875,0
253876,0
253877,0
253878,0
253879,0
253880,0
253881,0
253882,0
253883,0
253884,0
253885,0
253886,0
253887,0
253888,0
253889,0
253890,0
253891,0
253892,0
253893,0
253894,0
253895,0
253896,0
253897,0
253898,0
253899,0
253900,0
253901,0
253902,0
253903,0
253904,0
253905,0
253906,0
253907,0
253908,0
253909,0
253910,0
253911,0
253912,0
253913,0
253914,0
253915,0
253916,0
253917,0
253918,0
253919,0
253920,0
253921,0
253922,0
253923,0
253924,0
253925,0
253926,0
253927,0
253928,0
253929,0
253930,0
253931,0
253932,0
253933,0
253934,0
253935,0
253936,0
253937,0
253938,0
253939,0
253940,0
253941,0
253942,0
253943,0
253944,0
253945,0
253946,0
253947,0
253948,0
253949,0
253950,0
253951,0
253952,0
253953,0
253954,0
253955,0
253956,0
253957,0
253958,0
253959,0
253960,0
253961,0
253962,0
253963,0
253964,0
253965,0
253966,0
253967,0
253968,0
253969,0
253970,0
253971,0
253972,0
253973,0
253974,0
253975,0
253976,0
253977,0
253978,0
253979,0
253980,0
253981,0
253982,0
253983,0
253984,0
253985,0
253986,0
253987,0
253988,0
253989,0
253990,0
253991,0
253992,0
253993,0
253994,0
253995,0
253996,0
253997,0
253998,0
253999,0
254000,0
254001,0
254002,0
254003,0
254004,0
254005,0
254006,0
254007,0
254008,0
254009,0
254010,0
254011,0
254012,0
254013,0
254014,0
254015,0
254016,0
254017,0
254018,0
254019,0
254020,0
254021,0
254022,0
254023,0
254024,0
254025,0
254026,0
254027,0
254028,0
254029,0
254030,0
254031,0
254032,0
254033,0
254034,0
254035,0
254036,0
254037,0
254038,0
254039,0
254040,0
254041,0
254042,0
254043,0
254044,0
254045,0
254046,0
254047,0
254048,0
254049,0
254050,0
254051,0
254052,0
254053,0
254054,0
254055,0
254056,0
254057,0
254058,0
254059,0
254060,0
254061,0
254062,0
254063,0
254064,0
254065,0
254066,0
254067,0
254068,0
254069,0
254070,0
254071,0
254072,0
254073,0
254074,0
254075,0
254076,0
254077,0
254078,0
254079,0
254080,0
254081,0
254082,0
254083,0
254084,0
254085,0
254086,0
254087,0
254088,0
254089,0
254090,0
254091,0
254092,0
254093,0
254094,0
254095,0
254096,0
254097,0
254098,0
254099,0
254100,0
254101,0
254102,0
254103,0
254104,0
254105,0
254106,0
254107,0
254108,0
254109,0
254110,0
254111,0
254112,0
254113,0
254114,0
254115,0
254116,0
254117,0
254118,0
254119,0
254120,0
254121,0
254122,0
254123,0
254124,0
254125,0
254126,0
254127,0
254128,0
254129,0
254130,0
254131,0
254132,0
254133,0
254134,0
254135,0
254136,0
254137,0
254138,0
254139,0
254140,0
254141,0
254142,0
254143,0
254144,0
254145,0
254146,0
254147,0
254148,0
254149,0
254150,0
254151,0
254152,0
254153,0
254154,0
254155,0
254156,0
254157,0
254158,0
254159,0
254160,0
254161,0
254162,0
254163,0
254164,0
254165,0
254166,0
254167,0
254168,0
254169,0
254170,0
254171,0
254172,0
254173,0
254174,0
254175,0
254176,0
254177,0
254178,0
254179,0
254180,0
254181,0
254182,0
254183,0
254184,0
254185,0
254186,0
254187,0
254188,0
254189,0
254190,0
254191,0
254192,0
254193,0
254194,0
254195,0
254196,0
254197,0
254198,0
254199,0
254200,0
254201,0
254202,0
254203,0
254204,0
254205,0
254206,0
254207,0
254208,0
254209,0
254210,0
254211,0
254212,0
254213,0
254214,0
254215,0
254216,0
254217,0
254218,0
254219,0
254220,0
254221,0
254222,0
254223,0
254224,0
254225,0
254226,0
254227,0
254228,0
254229,0
254230,0
254231,0
254232,0
254233,0
254234,0
254235,0
254236,0
254237,0
254238,0
254239,0
254240,0
254241,0
254242,0
254243,0
254244,0
254245,0
254246,0
254247,0
254248,0
254249,0
254250,0
254251,0
254252,0
254253,0
254254,0
254255,0
254256,0
254257,0
254258,0
254259,0
254260,0
254261,0
254262,0
254263,0
254264,0
254265,0
254266,0
254267,0
254268,0
254269,0
254270,0
254271,0
254272,0
254273,0
254274,0
254275,0
254276,0
254277,0
254278,0
254279,0
254280,0
254281,0
254282,0
254283,0
254284,0
254285,0
254286,0
254287,0
254288,0
254289,0
254290,0
254291,0
254292,0
254293,0
254294,0
254295,0
254296,0
254297,0
254298,0
254299,0
254300,0
254301,0
254302,0
254303,0
254304,0
254305,0
254306,0
254307,0
254308,0
254309,0
254310,0
254311,0
254312,0
254313,0
254314,0
254315,0
254316,0
254317,0
254318,0
254319,0
254320,0
254321,0
254322,0
254323,0
254324,0
254325,0
254326,0
254327,0
254328,0
254329,0
254330,0
254331,0
254332,0
254333,0
254334,0
254335,0
254336,0
254337,0
254338,0
254339,0
254340,0
254341,0
254342,0
254343,0
254344,0
254345,0
254346,0
254347,0
254348,0
254349,0
254350,0
254351,0
254352,0
254353,0
254354,0
254355,0
254356,0
254357,0
254358,0
254359,0
254360,0
254361,0
254362,0
254363,0
254364,0
254365,0
254366,0
254367,0
254368,0
254369,0
254370,0
254371,0
254372,0
254373,0
254374,0
254375,0
254376,0
254377,0
254378,0
254379,0
254380,0
254381,0
254382,0
254383,0
254384,0
254385,0
254386,0
254387,0
254388,0
254389,0
254390,0
254391,0
254392,0
254393,0
254394,0
254395,0
254396,0
254397,0
254398,0
254399,0
254400,0
254401,0
254402,0
254403,0
254404,0
254405,0
254406,0
254407,0
254408,0
254409,0
254410,0
254411,0
254412,0
254413,0
254414,0
254415,0
254416,0
254417,0
254418,0
254419,0
254420,0
254421,0
254422,0
254423,0
254424,0
254425,0
254426,0
254427,0
254428,0
254429,0
254430,0
254431,0
254432,0
254433,0
254434,0
254435,0
254436,0
254437,0
254438,0
254439,0
254440,0
254441,0
254442,0
254443,0
254444,0
254445,0
254446,0
254447,0
254448,0
254449,0
254450,0
254451,0
254452,0
254453,0
254454,0
254455,0
254456,0
254457,0
254458,0
254459,0
254460,0
254461,0
254462,0
254463,0
254464,0
254465,0
254466,0
254467,0
254468,0
254469,0
254470,0
254471,0
254472,0
254473,0
254474,0
254475,0
254476,0
254477,0
254478,0
254479,0
254480,0
254481,0
254482,0
254483,0
254484,0
254485,0
254486,0
254487,0
254488,0
254489,0
254490,0
254491,0
254492,0
254493,0
254494,0
254495,0
254496,0
254497,0
254498,0
254499,0
254500,0
254501,0
254502,0
254503,0
254504,0
254505,0
254506,0
254507,0
254508,0
254509,0
254510,0
254511,0
254512,0
254513,0
254514,0
254515,0
254516,0
254517,0
254518,0
254519,0
254520,0
254521,0
254522,0
254523,0
254524,0
254525,0
254526,0
254527,0
254528,0
254529,0
254530,0
254531,0
254532,0
254533,0
254534,0
254535,0
254536,0
254537,0
254538,0
254539,0
254540,0
254541,0
254542,0
254543,0
254544,0
254545,0
254546,0
254547,0
254548,0
254549,0
254550,0
254551,0
254552,0
254553,0
254554,0
254555,0
254556,0
254557,0
254558,0
254559,0
254560,0
254561,0
254562,0
254563,0
254564,0
254565,0
254566,0
254567,0
254568,0
254569,0
254570,0
254571,0
254572,0
254573,0
254574,0
254575,0
254576,0
254577,0
254578,0
254579,0
254580,0
254581,0
254582,0
254583,0
254584,0
254585,0
254586,0
254587,0
254588,0
254589,0
254590,0
254591,0
254592,0
254593,0
254594,0
254595,0
254596,0
254597,0
254598,0
254599,0
254600,0
254601,0
254602,0
254603,0
254604,0
254605,0
254606,0
254607,0
254608,0
254609,0
254610,0
254611,0
254612,0
254613,0
254614,0
254615,0
254616,0
254617,0
254618,0
254619,0
254620,0
254621,0
254622,0
254623,0
254624,0
254625,0
254626,0
254627,0
254628,0
254629,0
254630,0
254631,0
254632,0
254633,0
254634,0
254635,0
254636,0
254637,0
254638,0
254639,0
254640,0
254641,0
254642,0
254643,0
254644,0
254645,0
254646,0
254647,0
254648,0
254649,0
254650,0
254651,0
254652,0
254653,0
254654,0
254655,0
254656,0
254657,0
254658,0
254659,0
254660,0
254661,0
254662,0
254663,0
254664,0
254665,0
254666,0
254667,0
254668,0
254669,0
254670,0
254671,0
254672,0
254673,0
254674,0
254675,0
254676,0
254677,0
254678,0
254679,0
254680,0
254681,0
254682,0
254683,0
254684,0
254685,0
254686,0
254687,0
254688,0
254689,0
254690,0
254691,0
254692,0
254693,0
254694,0
254695,0
254696,0
254697,0
254698,0
254699,0
254700,0
254701,0
254702,0
254703,0
254704,0
254705,0
254706,0
254707,0
254708,0
254709,0
254710,0
254711,0
254712,0
254713,0
254714,0
254715,0
254716,0
254717,0
254718,0
254719,0
254720,0
254721,0
254722,0
254723,0
254724,0
254725,0
254726,0
254727,0
254728,0
254729,0
254730,0
254731,0
254732,0
254733,0
254734,0
254735,0
254736,0
254737,0
254738,0
254739,0
254740,0
254741,0
254742,0
254743,0
254744,0
254745,0
254746,0
254747,0
254748,0
254749,0
254750,0
254751,0
254752,0
254753,0
254754,0
254755,0
254756,0
254757,0
254758,0
254759,0
254760,0
254761,0
254762,0
254763,0
254764,0
254765,0
254766,0
254767,0
254768,0
254769,0
254770,0
254771,0
254772,0
254773,0
254774,0
254775,0
254776,0
254777,0
254778,0
254779,0
254780,0
254781,0
254782,0
254783,0
254784,0
254785,0
254786,0
254787,0
254788,0
254789,0
254790,0
254791,0
254792,0
254793,0
254794,0
254795,0
254796,0
254797,0
254798,0
254799,0
254800,0
254801,0
254802,0
254803,0
254804,0
254805,0
254806,0
254807,0
254808,0
254809,0
254810,0
254811,0
254812,0
254813,0
254814,0
254815,0
254816,0
254817,0
254818,0
254819,0
254820,0
254821,0
254822,0
254823,0
254824,0
254825,0
254826,0
254827,0
254828,0
254829,0
254830,0
254831,0
254832,0
254833,0
254834,0
254835,0
254836,0
254837,0
254838,0
254839,0
254840,0
254841,0
254842,0
254843,0
254844,0
254845,0
254846,0
254847,0
254848,0
254849,0
254850,0
254851,0
254852,0
254853,0
254854,0
254855,0
254856,0
254857,0
254858,0
254859,0
254860,0
254861,0
254862,0
254863,0
254864,0
254865,0
254866,0
254867,0
254868,0
254869,0
254870,0
254871,0
254872,0
254873,0
254874,0
254875,0
254876,0
254877,0
254878,0
254879,0
254880,0
254881,0
254882,0
254883,0
254884,0
254885,0
254886,0
254887,0
254888,0
254889,0
254890,0
254891,0
254892,0
254893,0
254894,0
254895,0
254896,0
254897,0
254898,0
254899,0
254900,0
254901,0
254902,0
254903,0
254904,0
254905,0
254906,0
254907,0
254908,0
254909,0
254910,0
254911,0
254912,0
254913,0
254914,0
254915,0
254916,0
254917,0
254918,0
254919,0
254920,0
254921,0
254922,0
254923,0
254924,0
254925,0
254926,0
254927,0
254928,0
254929,0
254930,0
254931,0
254932,0
254933,0
254934,0
254935,0
254936,0
254937,0
254938,0
254939,0
254940,0
254941,0
254942,0
254943,0
254944,0
254945,0
254946,0
254947,0
254948,0
254949,0
254950,0
254951,0
254952,0
254953,0
254954,0
254955,0
254956,0
254957,0
254958,0
254959,0
254960,0
254961,0
254962,0
254963,0
254964,0
254965,0
254966,0
254967,0
254968,0
254969,0
254970,0
254971,0
254972,0
254973,0
254974,0
254975,0
254976,0
254977,0
254978,0
254979,0
254980,0
254981,0
254982,0
254983,0
254984,0
254985,0
254986,0
254987,0
254988,0
254989,0
254990,0
254991,0
254992,0
254993,0
254994,0
254995,0
254996,0
254997,0
254998,0
254999,0
